v2ProductName,v2ProductCategory,units_sold,revenue
Google Women's Scoop Neck Tee White,Home/Apparel/Women's/Women's-T-Shirts/,64,
Google Women's Short Sleeve Hero Tee Sky Blue,Home/Apparel/Women's/Women's-T-Shirts/,2301,
Google Women's Long Sleeve Blended Cardigan Charcoal,Home/Apparel/Women's/Women's-T-Shirts/,3,
Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Home/Apparel/Men's/Men's-Outerwear/,69,
Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Performance Wear/,29,
Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,17,
Google Women's Yoga Pants,Home/Apparel/Women's/Women's-Performance Wear/,31,
Android Women's Fleece Hoodie,Home/Apparel/Women's/Women's-Outerwear/,38,
Google Women's Convertible Vest-Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,20,
Google Women's Performance Full Zip Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,51,
Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,63,
20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/Water Bottles and Tumblers/,646,
Google 17 oz Double Wall Stainless Steel Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,463,
Google Insulated Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,331,
Google Infuser-Top Water Bottle,Home/Drinkware/Water Bottles and Tumblers/,578,
Google 40 oz Insulated Monster Bottle,Home/Drinkware/Water Bottles and Tumblers/,64,
16 oz. Hot and Cold Tumbler,Home/Drinkware/Water Bottles and Tumblers/,4,
Android 24 oz Contigo Bottle,Home/Drinkware/Water Bottles and Tumblers/,193,
Google 22 oz Water Bottle,Home/Drinkware/Water Bottles and Tumblers/,16792,
Google Women's Short Sleeve Hero V-Neck Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,93,
Google Women's Short Sleeve Badge Tee Red Heather,Home/Apparel/Women's/Women's-T-Shirts/,35,
Google Women's V-Neck Tee Grey,Home/Apparel/Women's/Women's-T-Shirts/,88,
Google Women's Vintage T-Shirt Black,Home/Apparel/Women's/Women's-T-Shirts/,50,
Google Women's Hero V-Neck Tee White,Home/Apparel/Women's/Women's-T-Shirts/,217,
Google Women's Short Sleeve V-Neck Tee Dark Grey,Home/Apparel/Women's/Women's-T-Shirts/,27,
Google Women's Short Sleeve Shirt Light Grey,Home/Apparel/Women's/Women's-T-Shirts/,1,
YouTube Women's Racer Back Tank Black,Home/Apparel/Women's/Women's-T-Shirts/,24,
Android Women's Short Sleeve Tri-blend Badge Tee Light Grey,Home/Apparel/Women's/Women's-T-Shirts/,8,
YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,Home/Apparel/Women's/Women's-T-Shirts/,14,
Google Women's Short Sleeve Performance Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,8,
Google Women's Performance Golf Polo Blue,Home/Apparel/Women's/Women's-T-Shirts/,4,
Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-T-Shirts/,1,
Google Women's Performance Tee Gunmetal,Home/Apparel/Women's/Women's-T-Shirts/,1,
UpCycled Handlebar Bag,(not set),13,
Google Women's Quilted Insulated Vest Pewter,Home/Apparel/Women's/Women's-Outerwear/,9,
Google Women's Insulated Thermal Vest Navy,Home/Apparel/Women's/Women's-Outerwear/,34,
Google Men's Short Sleeve Performance Badge Tee Pewter,Home/Apparel/Men's/Men's-Performance Wear/,72,
Electronics Accessory Pouch,Home/Electronics/Electronics Accessories/,342,
Compact Selfie Stick,Home/Electronics/Electronics Accessories/,434,
Grip Kit Cable Organizer,Home/Electronics/Electronics Accessories/,7,
Nest® Learning Thermostat 3rd Gen-USA,(not set),18,
Google Women's Short Sleeve Badge Tee Red Heather,(not set),13,
Google Collapsible Duffel Blue,(not set),23,
UpCycled Bike Saddle Bag,(not set),4,
Google Men's Zip Hoodie,(not set),,
Google Collapsible Duffel,(not set),,
Google RFID Journal,(not set),209,
Android Spiral Journal with Pen,(not set),45,
Google Leather Journal-Black,(not set),134,
Google 17 oz Double Wall Stainless Steel Insulated Bottle,(not set),61,
Android Men's Zip Hoodie,(not set),,
BLM Sweatshirt,(not set),87,
Android 24 oz Button Lid Sport Water Bottle Smoke,(not set),1,
Google Men's Long & Lean Tee Grey,(not set),31,
Google Men's Performance Badge Tee Navy,Home/Apparel/Men's/Men's-Performance Wear/,3,
Google Men's Performance Badge Tee Black,Home/Apparel/Men's/Men's-Performance Wear/,16,
Android Lunch Kit,Home/Accessories/Housewares/,46,
Google Car Clip Phone Holder,Home/Accessories/Housewares/,73,
Android Luggage Tag,Home/Accessories/Housewares/,9,
Google Blackout Cap,Home/Shop by Brand/Google/,,
Google Long Sleeve Raglan Badge Henley Ocean Blue,Home/Apparel/Men's/,41,
YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/,19,
Android Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/,7,
Google Men's Short Sleeve Badge Tee Charcoal,Home/Apparel/Men's/,19,
Google Men's Skater Tee Grey,Home/Apparel/Men's/,10,
Compact Bluetooth Speaker,Home/Spring Sale!/,,
Android RFID Journal,Home/Spring Sale!/,1,
UFO Bluetooth Water Resistant Speaker,Home/Electronics/,99,
ATOM Wireless Earbud Headset,Home/Electronics/,48,
Android Men's Take Charge Short Sleeve Tee Purple,Home/Apparel/Men's/,8,
Leatherette Journal,${escCatTitle},3553,
Google 5-Panel Snapback Cap,(not set),17,
Google Sports Bag,Home/Bags/,25,
YouTube Men's Vintage Henley,Home/Apparel/,,
Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/,,
Waze Pack of 9 Decal Set,Home/Accessories/,,
Android Toddler Short Sleeve T-shirt Pink,Home/Apparel/Kid's/,4,
Android Toddler Short Sleeve T-shirt Aqua,Home/Apparel/Kid's/,1,
Android Infant Short Sleeve Tee Pewter,Home/Apparel/Kid's/,4,
Google Toddler Short Sleeve T-shirt Green,Home/Apparel/Kid's/,2,
Google Infant Short Sleeve Tee Cornflower Blue,Home/Apparel/Kid's/,,
Straw Beach Mat,Home/Lifestyle/Fun/,,
Yoga Mat,Home/Lifestyle/Fun/,,
Google Men's Bike Short Sleeve Tee Charcoal,(not set),117,
Reusable Shopping Bag,Limited Supply/,,
Google Tote Bag,Limited Supply/,,
Softsided Travel Pouch Set,Limited Supply/,,
Suitcase Organizer Cubes,Limited Supply/,,
Large Zipper Top Tote Bag,Limited Supply/,,
Google Rucksack,Limited Supply/,,
YouTube Custom Decals,Home/Lifestyle/Fun/,,
Android Sticker Sheet Ultra Removable,Home/Lifestyle/Fun/,,
1 oz Hand Sanitizer,Home/Fun/,,
Pop-a-Point Crayon,Home/Fun/,1,
Koozie Can Kooler,Home/Fun/,,
Google Laptop and Cell Phone Stickers,Home/Fun/,1,
SPF-15 Lip Balm,Home/Fun/,1,
Straw Beach Mat,Home/Fun/,,
Google Sunglasses,Home/Fun/,,
Collapsible Pet Bowl,Home/Fun/,,
Yoga Mat,Home/Fun/,,
Google Men's Colorblock Tee White/Heather,(not set),17,
Google Infant Short Sleeve Tee Green,(not set),,
Android Men's Outerstellar Short Sleeve Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,3,
Android Men's Paradise Short Sleeve Tee Olive,Home/Apparel/Men's/Men's-T-Shirts/,,
Android Women's Short Sleeve Badge Tee Dark Heather,Home/Shop by Brand/Google/,1,
Google Women's Short Sleeve V-Neck Tee Stone,Home/Shop by Brand/Google/,1,
Google Women's Short Sleeve Hero Tee Grey,Home/Shop by Brand/Google/,,
Google Women's Short Sleeve Badge Tee Grey,Home/Shop by Brand/Google/,,
Google  Women's Muscle Tee,Home/Shop by Brand/Google/,,
Android Women's Short Sleeve Badge Tee Light Charcoal,Home/Apparel/Women's/Women's-T-Shirts/,,
Google Men's Short Sleeve Performance Badge Tee Charcoal,Home/Apparel/Men's/,2,
Android BTTF Moonshot Graphic Tee,Home/Apparel/Men's/,1,
Gift Card - $25.00,${escCatTitle},364,
BLM Sweatshirt,${escCatTitle},304,
Large Recycled Journal/Pen Combo,(not set),,
Google RFID Journal,Home/Clearance Sale/,2,
Android RFID Journal,Home/Clearance Sale/,1,
Satin Black Ballpoint Pen,Home/Clearance Sale/,3,
Google Leather Perforated Journal,Home/Clearance Sale/,1,
Google Pet Feeding Mat,Home/Clearance Sale/,3,
Google Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/Google/,,
Android Onesie Sprout Green,Home/Shop by Brand/Android/,,
25 oz. Infusion Water Bottle,Home/Shop by Brand/Google/,1,
Google Red Spiral Notebook,Home/Office/Notebooks & Journals/,56,
YouTube Notebook Set,Home/Office/Notebooks & Journals/,4,
Waterproof Gear Bag,Home/Office/,10,
Google Women's Short Sleeve Performance Tee Navy,Home/Apparel/,,
Waze Men's Typography Short Sleeve Tee,Home/Apparel/Men's/Men's-T-Shirts/,,
Android BTTF Moonshot Shirt,Home/Shop by Brand/Android/,4,
YouTube Leatherette Notebook Combo,Home/Shop by Brand/,18,
Google Bluetooth Speaker-Power Bank,/Electronics/Audio/,,
Metal Earbuds with Small Zipper Case,/Electronics/Audio/,,
Micro Wireless Earbud,/Electronics/Audio/,,
Google Pocket Bluetooth Speaker,/Electronics/Audio/,,
Aluminum Handy Emergency Flashlight,Home/Shop by Brand/,,
Google Bib Red,Home/Shop by Brand/,,
Google Women's Short Sleeve V-Neck Tee Lavender,Home/Apparel/Women's/,13,
Google Women's Short Sleeve V-Neck Tee Dark Grey,Home/Apparel/Women's/,5,
Women's YouTube Short Sleeve Hero Tee Black,Home/Apparel/Women's/,6,
Google Women's V-Neck Tee Grey,Home/Apparel/Women's/,10,
YouTube Women's Short Sleeve Crew Tee,Home/Apparel/Women's/,2,
Google Women's Tank Top,Home/Apparel/Women's/,2,
Google Women's V-Neck Tee Charcoal,Home/Apparel/Women's/,21,
Android Women's Racer Back Tank Black,Home/Apparel/Women's/,1,
Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,Home/Apparel/Women's/,,
YouTube Women's Racer Back Tank Black,Home/Apparel/Women's/,26,
YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Apparel/Women's/,1,
Google Women's Short Sleeve Performance Tee Black,Home/Apparel/Women's/,39,
Android Cool Gear Lunch To Go,Home/Lifestyle/,1,
Google Women's Short Sleeve Hero V-Neck Tee Black,Home/Apparel/,,
Nest® Cam Indoor Security Camera - USA,${escCatTitle},461,
Android 22 oz Water Bottle Green,Home/Drinkware/Water Bottles and Tumblers/,7,
Google Women's Short Sleeve Performance Tee Pewter,Home/Apparel/Women's/,35,
Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/,2,
Google Women's Quilted Insulated Vest Pewter,Home/Apparel/Women's/,2,
Google Women's Weatherblock Shell Jacket Black,Home/Apparel/Women's/,1,
Google Women's Performance Full Zip Jacket Black,Home/Apparel/Women's/,1,
Waze Baby on Board Window Decal,Home/Shop by Brand/,,
YouTube Men's Fleece Hoodie Black,${escCatTitle},199,
Google Men's Performance Hero Tee Gunmetal,Home/Apparel/Men's/Men's-T-Shirts/,1,
Google 3/4 Sleeve Raglan Badge Henley Black,${escCatTitle},71,
Google Men's Short Sleeve Performance Badge Tee Navy,Home/Apparel/Men's/,10,
Google Men's Short Sleeve Performance Badge Tee Black,Home/Apparel/Men's/,14,
Android BTTF Moonshot Shirt,Home/Apparel/Men's/,9,
22 oz Android Bottle,Home/Electronics/Accessories/Drinkware/,4,
24 oz USA Made Aluminum Bottle,Home/Electronics/Accessories/Drinkware/,24,
26 oz Double Wall Insulated Bottle,Home/Electronics/Accessories/Drinkware/,5,
Insulated Bottle,Home/Electronics/Accessories/Drinkware/,8,
Android 24 oz Contigo Bottle,Home/Electronics/Accessories/Drinkware/,4,
Powerbank Flashlight,Home/Accessories/,,
Google Men's 100% Cotton Short Sleeve Hero Tee Navy,${escCatTitle},402,
Android Women's Short Sleeve Badge Tee Dark Heather,${escCatTitle},14,
Google Red Spiral Notebook,Home/Shop by Brand/,,
Oasis Backpack,Home/Limited Supply/Bags/Backpacks/,7,
Deluge Waterproof Backpack,Home/Limited Supply/Bags/Backpacks/,1,
Google Executive Umbrella,${escCatTitle},257,
Google Youth Short Sleeve T-shirt Royal Blue,Home/Shop by Brand/Google/,1,
Google Women's Short Sleeve Shirt Dark Grey,Home/Shop by Brand/Google/,,
Google Men's Short Sleeve Hero Tee Light Blue,Home/Shop by Brand/Google/,,
Google Youth Short Sleeve T-shirt Yellow,Home/Shop by Brand/Google/,1,
Google Women's Scoop Neck Tee Green,Home/Shop by Brand/Google/,,
Google Men's Vintage Tank,Home/Shop by Brand/Google/,2,
Google Men's Skater Tee Charcoal,Home/Shop by Brand/Google/,1,
Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,${escCatTitle},12025,
Google Women's Performance Tee Gunmetal,Home/Apparel/Women's/,,
Waze Mood Original Window Decal,Home/Shop by Brand/Waze/,5,
Waze Baby on Board Window Decal,Home/Shop by Brand/Waze/,2,
Waze Mood Happy Window Decal,Home/Shop by Brand/Waze/,3,
Google Rucksack,${escCatTitle},921,
Waze Men's Short Sleeve Tee,Home/Apparel/Men's/,3,
Android BTTF Moonshot Graphic Tee,${escCatTitle},35,
Google Pet Feeding Mat,${escCatTitle},89,
Google Infant Zip Hood Pink,${escCatTitle},100,
Google 4400mAh Power Bank,${escCatTitle},93,
YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/,2,
24 oz YouTube Sergeant Stripe Bottle,Home/Drinkware/Mugs and Cups/,3,
Foam Can and Bottle Cooler,Home/Clearance Sale/,6,
Google Device Holder Sticky Pad,Home/Clearance Sale/,3,
Google 25 oz Red Stainless Steel Bottle,Home/Shop by Brand/Google/,,
Google Men's Performance Tee Gunmetal,Home/Apparel/Men's/,2,
Google Women's Tee Purple,Home/Shop by Brand/Google/,1,
Google Women's Short Sleeve Performance Tee Navy,Home/Shop by Brand/Google/,,
Google Women's Short Sleeve Performance Tee Pewter,Home/Shop by Brand/Google/,,
Google Women's Short Sleeve Badge Tee Navy,Home/Shop by Brand/Google/,,
Google French Terry Cap,Home/Shop by Brand/Google/,,
Google Men's Short Sleeve Performance Badge Tee Navy,Home/Shop by Brand/Google/,,
Google Women's Yoga Pants,Home/Shop by Brand/Google/,3,
Google Women's Yoga Jacket Black,Home/Shop by Brand/Google/,2,
Google Men's Performance 1/4 Zip Pullover Heather/Black,Home/Shop by Brand/Google/,,
Google Women's Performance Full Zip Jacket Black,Home/Shop by Brand/Google/,2,
Google Women's Insulated Thermal Vest Navy,Home/Shop by Brand/Google/,,
Google Women's Zip Hoodie Grey,Home/Shop by Brand/Google/,1,
Android BTTF Moonshot Graphic Tee,Home/Shop by Brand/,1,
Android Baby Essentials Baby Set,Home/Shop by Brand/,,
Android Infant Short Sleeve Tee Aqua,Home/Shop by Brand/,,
Android Youth Short Sleeve T-shirt Pewter,Home/Apparel/,1,
Google Women's Scoop Neck Tee White,Home/Apparel/,2,
Google Men's Short Sleeve Performance Badge Tee Black,Home/Apparel/,4,
Android Men's Vintage Henley,Home/Apparel/,,
Android Baby Essentials Baby Set,Home/Apparel/,,
Google Infant Zip Hood Pink,Home/Apparel/,1,
Google Infant Zip Hood Royal Blue,Home/Apparel/,1,
Android Women's Fleece Hoodie,Home/Apparel/,1,
Google Men's Quilted Insulated Vest Black,Home/Apparel/,4,
Google Men's Quilted Insulated Vest Battleship Grey,Home/Apparel/,,
Google Women's Quilted Insulated Vest Black,Home/Apparel/,2,
Screen Cleaning Cloth,Home/Electronics/Electronics Accessories/,,
Google Men's Performance Tee Gunmetal,Home/Shop by Brand/Google/,,
Maze Pen,${escCatTitle},14733,
Android Infant Short Sleeve Tee Pink,Home/Apparel/,,
Google Sunglasses,${escCatTitle},19868,
Google Canvas Tote Natural/Navy,${escCatTitle},356,
Google Onesie Red,${escCatTitle},25,
YouTube Men's Eco-Jersey Henley,Home/Apparel/,,
Google Tri-blend Hoodie Grey,Home/Apparel/,3,
Google Women's Vintage Hero Tee Platinum,Home/Clearance Sale/,,
Android Men's Long & Lean Badge Tee Charcoal,Home/Clearance Sale/,,
Google Men's Vintage Badge Tee White,Home/Clearance Sale/,,
Google Youth Short Sleeve T-shirt Green,${escCatTitle},11,
Google Men's Heavyweight Long Sleeve Hero Tee Navy,Home/Shop by Brand/,,
Google Onesie Green,Home/Apparel/,,
Google Men's Short Sleeve Performance Badge Tee Pewter,Home/Apparel/,,
Google Stretch Fit Hat,Home/Apparel/,,
Google Men's Long Sleeve Baseball Raglan Cranberry,Home/Apparel/,,
Google Women's Recycled Fabric Tee,Home/Apparel/Women's/,,
Android 25 oz Green Apple Stainless Steel Bottle,Home/Spring Sale!/,11,
YouTube Men's Short Sleeve Hero Tee Black,${escCatTitle},365,
YouTube Wool Heather Cap Heather/Black,${escCatTitle},97,
Google Car Clip Phone Holder,${escCatTitle},248,
Android Men's Short Sleeve Hero Tee Heather,${escCatTitle},28,
Collapsible Pet Bowl,Home/Shop by Brand/,,
Android Toddler Short Sleeve T-shirt Aqua,Home/Shop by Brand/,1,
Google Toddler Short Sleeve T-shirt Yellow,Home/Shop by Brand/,,
YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/,,
Android Youth Short Sleeve T-shirt Aqua,Home/Shop by Brand/,,
Android Youth Short Sleeve T-shirt Pewter,Home/Shop by Brand/,,
Google Youth Short Sleeve T-shirt Yellow,Home/Shop by Brand/,,
Android Men's Short Sleeve Tri-blend Hero Tee Grey,Home/Shop by Brand/,,
YouTube Women's Racer Back Tank Black,Home/Shop by Brand/,,
Android Women's Racer Back Tank Black,Home/Shop by Brand/,,
Android Women's Short Sleeve Tri-blend Badge Tee Light Grey,Home/Shop by Brand/,,
Google Women's Short Sleeve Shirt Red,Home/Shop by Brand/,,
YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/,,
YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,Home/Shop by Brand/,,
Google Women's Scoop Neck Tee White,Home/Shop by Brand/,,
Google Women's Scoop Neck Tee Black,Home/Shop by Brand/,,
YouTube Men's Vintage Tank,Home/Shop by Brand/,,
Google Men's Short Sleeve Performance Badge Tee Black,Home/Shop by Brand/,,
Google Women's Short Sleeve Performance Tee Pewter,Home/Shop by Brand/,,
Google Women's Performance Tee Gunmetal,Home/Shop by Brand/Google/,,
Google Onesie Royal Blue,Home/Shop by Brand/Google/,,
Google Onesie Red/Graphite,Home/Shop by Brand/Google/,,
Google Youth Baseball Raglan Heather/Black,Home/Shop by Brand/Google/,,
Google Women's Short Sleeve Badge Tee Navy,Home/Apparel/Women's/,10,
Parker Gunmetal CT Ball Pen,(not set),,
Google Men's Performance Badge Tee Gunmetal,(not set),,
Google Engraved Ceramic Mug,Home/Drinkware/Mugs and Cups/,18,
Google 22 oz Water Bottle,${escCatTitle},13261,
Android Women's Long Sleeve Blended Cardigan Grey,${escCatTitle},51,
Android 17oz Stainless Steel Sport Bottle,Home/Clearance Sale/,1,
25 oz. Infusion Water Bottle,Home/Shop by Brand/,,
20 oz Stainless Steel Insulated Tumbler,Tumblers/,,
26 oz Double Wall Insulated Bottle,Tumblers/,,
Google Men's Long Sleeve Raglan Ocean Blue,${escCatTitle},104,
YouTube Men's Vintage Henley,${escCatTitle},1724,
Google Men's Vintage Tank,${escCatTitle},52,
Google Men's  Zip Hoodie,${escCatTitle},510,
Google Men's Short Sleeve Performance Badge Tee Navy,${escCatTitle},31,
Google Men's Long & Lean Tee Grey,Home/Clearance Sale/,,
Recycled Mouse Pad,${escCatTitle},5858,
25L Classic Rucksack,${escCatTitle},231,
Waze Mood Ninja Window Decal,${escCatTitle},45,
YouTube Trucker Hat,Home/Spring Sale!/,2,
Basecamp Explorer Powerbank Flashlight,${escCatTitle},343,
Google Accent Insulated Stainless Steel Bottle,${escCatTitle},153,
Google Men's Quilted Insulated Vest Black,${escCatTitle},64,
Nest® Protect Smoke + CO White Battery Alarm-USA,${escCatTitle},599,
Android Sticker Sheet Ultra Removable,${escCatTitle},979,
Gel Roller Pen,${escCatTitle},447,
Android Men's Vintage Henley,${escCatTitle},17,
Android Men's Pep Rally Short Sleeve Tee Navy,Home/Apparel/Men's/,,
Clip-on Compact Charger,Home/Clearance Sale/,19,
Google Toddler Short Sleeve T-shirt Royal Blue,Home/Kids/,,
Google Toddler Short Sleeve T-shirt Grey,Home/Kids/,,
Google Youth Short Sleeve T-shirt Yellow,Home/Kids/,,
Android Youth Short Sleeve T-shirt Aqua,Home/Kids/,,
Google Youth Short Sleeve T-shirt Royal Blue,Home/Kids/,,
Android Baby Essentials Baby Set,Home/Kids/,,
Google Infant Zip Hood Pink,Home/Kids/,,
Google 25 oz Clear Stainless Steel Bottle,${escCatTitle},454,
Google Men's Watershed Full Zip Hoodie Grey,${escCatTitle},200420,
Google Women's Short Sleeve Hero Tee Grey,Home/Spring Sale!/,,
Google Women's Vintage Hero Tee Lavender,Home/Spring Sale!/,1,
Google Women's Vintage Hero Tee Black,(not set),134,
Recycled Paper Journal Set,${escCatTitle},8386,
Google Men's Performance Tee Gunmetal,Home/Apparel/,,
Google Youth Sports Tee Navy,Home/Apparel/,,
YouTube Women's Fleece Hoodie Black,Home/Apparel/,,
20 oz Stainless Steel Insulated Tumbler,${escCatTitle},1516,
Electronics Accessory Pouch,${escCatTitle},686,
Keyboard DOT Sticker,${escCatTitle},1373,
Engraved Ceramic Google Mug,${escCatTitle},8290,
Android Men's Long Sleeve Badge Crew Tee Heather,Home/Clearance Sale/,,
Android Men's Pep Rally Short Sleeve Tee Navy,Home/Clearance Sale/,,
YouTube Leatherette Notebook Combo,${escCatTitle},12619,
Bic Digital Clic Stic Stylus Pen,${escCatTitle},210,
Google Women's Softshell Jacket Black/Grey,Home/Apparel/Women's/,,
SPF-15 Slim & Slender Lip Balm,${escCatTitle},1395,
Android Men's Skater Badge Tee Charcoal,Home/Apparel/,,
Google Youth Short Sleeve Tee White,Home/Apparel/,,
Google Tube Power Bank,${escCatTitle},553,
Google Women's Vintage Hero Tee White,${escCatTitle},53,
Nest® Learning Thermostat 3rd Gen-USA - White,${escCatTitle},199,
Android Men's Long Sleeve Badge Crew Tee Heather,${escCatTitle},32,
Fashion Sunglasses & Pouch,${escCatTitle},1227,
